channel_id,video_id,published_at,title,description,url_thumbnail,tags,category_id,stats_view_count,stats_like_count,stats_favorite_count,stats_comment_count,content_details_duration_seconds,content_details_caption,content_details_licensedContent
UCyM-2pRapEv6V2q7UNO9icg,3MqLxsaf9so,2020-07-12T15:30:00Z,🐍 Crearon un Imperio con la Cultura Gamer | Caso Razer,"Razer actualmente se ha posicionado como una de las marcas líder del sector de los productos y servicios para gamers, siendo una pionera en los e-sports, es sinónimo de calidad y de gran entendimiento, recibiendo feedback constantemente de sus clientes y respondiendo a ellos, ha sabido diversificarse para ofrecer una amplia gama de productos, desde ratones, ordenadores y hasta móviles. |n||n|¿Te gustaría saber cómo esta empresa superó la quiebra para convertirse en uno de los referentes en el gaming?|n||n|LECCIONES:|n|1: Conocer el mercado y adaptarse.|n|2: Apostar por mercados crecientes.|n|3: Riesgos controlados.|n||n|Disponible en Amazon el primer libro de Euge Oller: ""EMPRENDEDOR QUIEN LO LEA""|n|➡️ https://amzn.to/2BB7BSG|n||n|▶︎ Suscríbete al canal de Emprendeaprendiendo Aquí: https://www.youtube.com/channel/UCyM-2pRapEv6V2q7UNO9icg?sub_confirmation=1|n||n|𝗦𝗶𝗴𝘂𝗲 𝗮 𝗘𝗺𝗽𝗿𝗲𝗻𝗱𝗲𝗔𝗽𝗿𝗲𝗻𝗱𝗶𝗲𝗻𝗱𝗼:  |n|Instagram: https://www.instagram.com/emprendeaprendiendo/|n|Facebook: https://www.facebook.com/emprendeaprendiendo1/|n|LinkedIn: https://www.linkedin.com/company/10005354/|n|Blog: https://emprendeaprendiendo.com/blog|n|Web: https://emprendeaprendiendo.com/|n||n|🎧 Adopta la 𝗠𝗲𝗻𝘁𝗮𝗹𝗶𝗱𝗮𝗱 𝗱𝗲𝗹 𝗘𝗺𝗽𝗿𝗲𝗻𝗱𝗲𝗱𝗼𝗿 con estos audios: https://emprendeaprendiendo.com/transformacion-audios/|n||n|----|n|▶︎ Visita el canal de Euge Oller Aquí: https://www.youtube.com/channel/UCwYlw2jpIeEC7l9bH9BQMZQ|n| |n|___|n|Sigue a @𝗘𝘂𝗴𝗲.𝗢𝗹𝗹𝗲𝗿 en Instagram: https://www.instagram.com/euge.oller/|n||n|#Eugeoller #Emprendeaprendiendo #Empresa #Razer|n|___|n||n|Guión: Sergio Cocaño|n|Grabación: Carles Rull|n|Editor: Iván Acosta",https://i.ytimg.com/vi/3MqLxsaf9so/maxresdefault.jpg,"caso razer,counter strike,csgo,e sports,e-sports,emprende,emprende aprendiendo,emprendedores,empresa,esports,euge oller,fnatic,gamer,gamers,league of legends,logitech,lol,min liang tan,nextbit,ouya,pc,pc gaming,portátil gaming,portátiles gaming,razer,razer alexa,razer boomslang,razer chroma,razer music,razer philips hue,razer phone,razer phone 2,robert krakoff,robin,tostadora razer,videojuegos",27,157416,6927,0,433,1097,0,1
UCyM-2pRapEv6V2q7UNO9icg,_BWmhWd6YmY,2017-05-24T15:28:31Z,👚 El hombre que inventó la MODA RÁPIDA | Caso Zara,"PRUEBA GRATIS O RESERVA UNA PLAZA PARA SÍLEX 2.0|n|👉 https://emprendeaprendiendo.com/|n||n|Analizamos el caso de Zara y como Amancio Ortega revolucionó la industria de la moda. Este empresario Gallego cambió las reglas del juego en el sector, no solamente con su buque insignia Zara sino con sus respectivas marcas Pull and Bear, Massimo Dutti, Bershka, Stradivarius, Oysho, Zara Home y Uterque. Es verdad que algunas de las externalidades no fueron del todo buenas, pero como buenos emprendedores hemos de ser capaces de extraer las lecciones e implementarlas en nuestros negocios. |n|___|n||n|Música por Laked Inspired: https://www.youtube.com/channel/UCOmy8wuTpC95lefU5d1dt2Q",https://i.ytimg.com/vi/_BWmhWd6YmY/maxresdefault.jpg,"amancio ortega,aprender a emprender,bershka,caso ade,caso amancio ortega,caso empresa,caso inditex,caso zara,casos administración empresas,casos empresa,casos exito empresa,casos harvard,cuanto gana amancio ortega,emprendedor,empresariales,empresarios de exito,estudio emprendedores,fast fashion,fortuna amancio ortega,fortunas españolas,inditex,industria de la moda,massimo dutti,moda,moda rapida,negocios,oysho,pull and bear,stradivarius,uterque,zara",27,1199298,29901,0,842,366,0,1
UCyM-2pRapEv6V2q7UNO9icg,tMtjvqMjsSA,2021-11-26T16:30:05Z,✈️ ¿Por qué viajar nos va a salir más caro que nunca? #shorts,ACCEDE A LA OFERTA BLACK WEEK DE EMPRENDE APRENDIENDO|n|➡️ https://emprendeaprendiendo.com/black-friday/|n||n|ACCEDE A CIENTOS DE LIBROS PROFESIONALES RESUMIDOS|n|➡️ https://www.leadersummaries.com/|n||n|CONOCE UN POCO MÁS A EUGE OLLER|n|➡️ Youtube: https://www.youtube.com/c/CONOCIMIENTOFÁCIL1|n|➡️  Instagram: https://www.instagram.com/euge.oller/?hl=es|n||n||n||n|#Eugeoller #Emprendeaprendiendo #Empresa,https://i.ytimg.com/vi/tMtjvqMjsSA/maxresdefault.jpg,"emprende,emprende aprendiendo,emprendedores,empresa",27,159183,6542,0,128,46,0,1
UCyM-2pRapEv6V2q7UNO9icg,_ZE90hUDCTE,2018-03-18T17:54:40Z,📈 La Increíble Estrategia de Marketing de Paypal | Caso Paypal,¿Conoces la historia de Paypal? En este caso analizamos cómo sus fundadores utilizaron estrategias de marketing avanzadas y growth hacking parar crear una de las empresas digitales más importantes de nuestra época.|n||n|Un mes GRATIS Club Emprende: https://goo.gl/WTtfsY|n||n|__|n||n|SÍGUE A EUGE EN SU INSTAGRAM ▶︎ https://www.instagram.com/euge.oller/,https://i.ytimg.com/vi/_ZE90hUDCTE/maxresdefault.jpg,"caso paypal,casos exito,emprende,emprende aprendiendo,emprendedores,empresa,empresarios,empresas exitosas,estrategias avanzadas,estrategias marketing,exitosos,growth hacking,marekting para emprendedores,marketing,marketing facil,marketing growth hacking,marketing online,marketing para ecommerce,marketing viral,paypal,paypal empresa",27,162163,6470,0,220,663,0,1
UCyM-2pRapEv6V2q7UNO9icg,l0okMAaZcJU,2021-03-08T20:00:07Z,¿Qué son los NFTs y el Crypto Art?,En el vídeo de hoy trataremos qué son los NFTs y el Crypto Art y cómo están revolucionando el sector del arte y de la venta online.|n||n|Canal sobre NFTs: https://www.youtube.com/watch?v=QFfuZCQfjXc|n||n|👨‍🏫 CLASE GRATIS EMPEZAR TU NEGOCIO 👨‍🏫|n|➡️ https://emprendeaprendiendo.com/|n||n|SUSCRÍBETE A NUESTRO CANAL|n|➡️ https://cutt.ly/9jWhEjp|n||n|SÍGUENOS EN REDES SOCIALES|n|➡️ Instagram: https://www.instagram.com/emprendeaprendiendo/|n|➡️ Facebook: https://es-la.facebook.com/emprendeaprendiendo1/|n|➡️ Linkedin: https://www.linkedin.com/company/emprende-aprendiendo|n||n|CONOCE UN POCO MÁS A EUGE OLLER|n|➡️ Youtube: https://www.youtube.com/c/CONOCIMIENTOFÁCIL1|n|➡️  Instagram: https://www.instagram.com/euge.oller/?hl=es|n||n||n||n|#Eugeoller #Emprendeaprendiendo #Empresa,https://i.ytimg.com/vi/l0okMAaZcJU/maxresdefault.jpg,"beeple,beeple nfts,como hacer nfts,crypto art,emprende,emprende aprendiendo,emprendedores,empresa,logan paul,logan paul nfts,logan pauls pokemon,nsft,ntfs,pokemon,quien es beeple",27,837782,35506,0,1591,924,0,1
UCyM-2pRapEv6V2q7UNO9icg,0IgjRD8R_Kg,2019-06-30T15:30:00Z,💥 ¿Por qué la unión empresarial entre AoL y Time Warner fue la peor de la historia?,"A todos nos suenan los Looneys y las muchas animaciones que Warner Bros ha creado pero... |n||n|¿conocías a la empresa que había detrás de ellos?|n||n|Time Warner ha sido una compañía llena de dramas, matrimonios y divorcios empresariales, y las crisis y traiciones que ha tenido que superar no son pocas. |n||n|En este vídeo te explicamos su historia y cómo ha sobrevivido hasta el día de hoy.|n||n|Lecciones principales:|n|1. Diversifica tus fuentes de ingresos|n|2. Establece roles claros con tus socios|n|3. Crea una buena cultura empresarial|n||n|👉 Accede al curso de cómo vender en vídeo Aquí: https://emprendeaprendiendo.com/p/videomarketer |n||n|▶︎ Suscríbete al canal de Emprendeaprendiendo Aquí: https://www.youtube.com/channel/UCyM-2pRapEv6V2q7UNO9icg?sub_confirmation=1|n||n|▶︎ Visita mi el canal de Euge Oller Aquí: https://www.youtube.com/channel/UCwYlw2jpIeEC7l9bH9BQMZQ|n| |n|___|n|Sigue a @𝗘𝘂𝗴𝗲.𝗢𝗹𝗹𝗲𝗿 en Instagram: https://www.instagram.com/euge.oller/|n||n|#Eugeoller #Emprendeaprendiendo #Empresa|n|___|n||n|𝗦𝗶𝗴𝘂𝗲 𝗮 𝗘𝗺𝗽𝗿𝗲𝗻𝗱𝗲𝗔𝗽𝗿𝗲𝗻𝗱𝗶𝗲𝗻𝗱𝗼:  |n|Instagram: https://www.instagram.com/emprendeaprendiendo/|n|Facebook: https://www.facebook.com/emprendeaprendiendo1/|n|LinkedIn: https://www.linkedin.com/company/10005354/|n|Blog: https://emprendeaprendiendo.com/blog|n|Web: https://emprendeaprendiendo.com/|n||n|🎧 Adopta la 𝗠𝗲𝗻𝘁𝗮𝗹𝗶𝗱𝗮𝗱 𝗱𝗲𝗹 𝗘𝗺𝗽𝗿𝗲𝗻𝗱𝗲𝗱𝗼𝗿 con estos audios: https://emprendeaprendiendo.com/p/tranformacion-audios",https://i.ytimg.com/vi/0IgjRD8R_Kg/maxresdefault.jpg,"aol,at&t,atari,cnn,dccomics,emprende,emprende aprendiendo,emprendedores,empresa,fusion,hbo,timewarner,unionempresarial,warnerbros,warnercommunications,warnermedia",27,196422,7416,0,287,754,0,1
UCyM-2pRapEv6V2q7UNO9icg,cJY7jhD5fC0,2018-11-11T16:18:24Z,🔥 ÉPICA Batalla entre Walmart y Amazon | Caso Walmart,"Walmarte lleva años queriendo entrar en el comercio electrónico, pero Amazon no le pondrás las cosas fácil. En este caso analizamos la historia de la empresa Walmart y las lecciones que un emprendedor o empresario puede extraer de esta batalla de negocios.|n||n|10 preguntas clave antes de empezar tu empresa: https://emprendeaprendiendo.com/p/las10preguntas/|n||n|__|n|SÍGUE A EUGE EN SU INSTAGRAM ▶︎ https://www.instagram.com/euge.oller/",https://i.ytimg.com/vi/cJY7jhD5fC0/maxresdefault.jpg,"amazon,batallas de negocio,caso walmart,casos de empresa,como emprender,emprende,emprende aprendiendo,emprendedores,emprender,emprendimiento,empresa,empresarios,empresas conocidas,empresas exitosas,historias empresas,jeff bezos,negocio,negocios,negocios millonarios,sam walt,sam walton,walmart",27,968902,19742,0,1052,672,0,1
UCyM-2pRapEv6V2q7UNO9icg,WbktuR2vdro,2017-11-12T16:45:06Z,☕ ¿Cómo crear la franquicia más rentable del mundo y ganar millones?  | Caso Starbucks,PRUEBA GRATIS O RESERVA UNA PLAZA PARA SÍLEX 2.0|n|👉 https://emprendeaprendiendo.com/|n||n|En este vídeo analizamos la historia de la cafetería más famosa del mundo. Su fundador Howard Schultz es todo un ejemplo para otros emprendedores y empresarios con ganas de hacer crecer sus negocios.,https://i.ytimg.com/vi/WbktuR2vdro/maxresdefault.jpg,"caso startbucks,casos de exito millonarios,como crear franquicias,como empezar una franquicia,como franquiciar,emprende aprendiendo,emprender con franquicia,emprendimiento,empresas rentables,franquicia starbucks,franquicias,franquicias de exito,franquicias rentables,frenquicias millonarias,ganar millones,ganar millones de euros,ideas de franquicia,negocios rentables,starbucks",27,784981,22113,0,751,658,0,1
UCyM-2pRapEv6V2q7UNO9icg,d7DdcbOeT8I,2021-03-07T18:00:21Z,¿Por qué Microsoft Acabó con Messenger? | Caso Messenger,"En este caso analizaremos la historia de Messenger, una de las primeras plataformas de mensajería que todos recordamos con nostalgia. Sus zumbidos, sus emoticonos, los estados, videollamadas, todas estas innovaciones fueron las que sentaron las bases de lo que hoy en día conocemos como redes sociales y mensajería instantánea.|n||n|👨‍🏫 CLASE GRATUITA PARA EVITAR LOS 10 ERRORES MÁS COMUNES AL MONTAR TU PROPIA ACADEMIA DIGITAL 👨‍🏫|n|➡️https://bit.ly/3AMzrVy|n||n|SUSCRÍBETE A NUESTRO CANAL|n|➡️ https://cutt.ly/9jWhEjp|n||n|10 PREGUNTAS PARA EMPRENDER DE FORMA EFECTIVA|n|➡️ https://emprendeaprendiendo.com/clases-gratuitas/10-preguntas/|n||n|ADOPTA LA MENTALIDAD DE EMPRENDEDOR CON ESTOS AUDIOS|n|🎧 https://emprendeaprendiendo.com/transformacion-audios/|n||n|CONOCE A NUESTRA ACADEMIA EMPRENDE APRENDIENDO|n|➡️ Web: https://emprendeaprendiendo.com/|n|➡️ Blog: https://emprendeaprendiendo.com/blog/|n|➡️ Podcast: https://www.youtube.com/c/PodcastEmprendeAprendiendo|n|➡️ Formación: https://emprendeaprendiendo.com/cursos/|n||n|ACCEDE A CIENTOS DE LIBROS PROFESIONALES RESUMIDOS|n|➡️ https://www.leadersummaries.com/|n||n|SÍGUENOS EN REDES SOCIALES|n|➡️ Instagram: https://www.instagram.com/emprendeaprendiendo/|n|➡️ Facebook: https://es-la.facebook.com/emprendeaprendiendo1/|n|➡️ Linkedin: https://www.linkedin.com/company/emprende-aprendiendo|n||n|CONOCE UN POCO MÁS A EUGE OLLER|n|➡️ Youtube: https://www.youtube.com/c/CONOCIMIENTOFÁCIL1|n|➡️  Instagram: https://www.instagram.com/euge.oller/?hl=es|n||n||n||n|#Eugeoller #Emprendeaprendiendo #Empresa",https://i.ytimg.com/vi/d7DdcbOeT8I/maxresdefault.jpg,"american instant messenger,amigos,aol,chatear,contactos,emojis,emoticonos,emprende,emprende aprendiendo,emprendedores,empresa,facebook,hotmail,icq,messenger,microsoft,msn,msn messenger,nostalgia,skype,twitter,videollamada,webcam,whatsapp,windows,windows live messenger,windows xp,xp,yahoo,yahoo messenger,zumbido,zumbidos",27,163500,7692,0,608,613,0,1
UCyM-2pRapEv6V2q7UNO9icg,3XIu5s84qSs,2019-09-08T15:30:00Z,👟La Marca que pudo haber Destronado a Nike y Adidas | Caso Under Armour,"Las empresas se parecen mucho a las personas, y Under Armour no está pasando por su mejor época de reputación. |n||n|¿Cómo ha llegado esta empresa a su gran crisis de imagen y cómo se están aprovechando Nike y Adidas de ella?|n||n|Lecciones Principales: |n|1. Primero identifica el problema |n|2. Testea tu idea con el mercado|n|3. Cuidado con la deuda |n||n|💡Clase GRATIS para empezar a emprender: https://emprendeaprendiendo.com/p/clase-secretos-emprendedores|n||n|▶︎ Suscríbete al canal de Emprendeaprendiendo Aquí: https://www.youtube.com/channel/UCyM-2pRapEv6V2q7UNO9icg?sub_confirmation=1|n||n|▶︎ Visita mi el canal de Euge Oller Aquí: https://www.youtube.com/channel/UCwYlw2jpIeEC7l9bH9BQMZQ|n| |n|___|n|Sigue a @𝗘𝘂𝗴𝗲.𝗢𝗹𝗹𝗲𝗿 en Instagram: https://www.instagram.com/euge.oller/|n||n|#Eugeoller #Emprendeaprendiendo #UnderArmour #Empresa|n|___|n||n|𝗦𝗶𝗴𝘂𝗲 𝗮 𝗘𝗺𝗽𝗿𝗲𝗻𝗱𝗲𝗔𝗽𝗿𝗲𝗻𝗱𝗶𝗲𝗻𝗱𝗼:  |n|Instagram: https://www.instagram.com/emprendeaprendiendo/|n|Facebook: https://www.facebook.com/emprendeaprendiendo1/|n|LinkedIn: https://www.linkedin.com/company/10005354/|n|Blog: https://emprendeaprendiendo.com/blog|n|Web: https://emprendeaprendiendo.com/|n||n|🎧 Adopta la 𝗠𝗲𝗻𝘁𝗮𝗹𝗶𝗱𝗮𝗱 𝗱𝗲𝗹 𝗘𝗺𝗽𝗿𝗲𝗻𝗱𝗲𝗱𝗼𝗿 con estos audios: https://emprendeaprendiendo.com/p/tranformacion-audios",https://i.ytimg.com/vi/3XIu5s84qSs/maxresdefault.jpg,"Underarmour,adidas,como se pronuncia under armour,deporte,emprende,emprende aprendiendo,emprendedores,empresa,gym,kevin plank,marca,myfitnesspal,nfl,nike,quien es el dueño de under armour,ropa,stephen curry,under armour empresa,under armour español,under armour nike adidas,under armour ropa deportiva,under armour vs adidas,under armour vs nike,under armour vs reebok",27,2344228,46032,0,2274,663,0,1
