channel_id,video_id,published_at,title,description,url_thumbnail,tags,category_id,stats_view_count,stats_like_count,stats_favorite_count,stats_comment_count,content_details_duration_seconds,content_details_caption,content_details_licensedContent
UC_mYaQAE6-71rjSN6CeCA-g,nJYFh4Dl-as,2022-04-11T01:43:08Z,Shift 2D Grid - Leetcode 1260 - Python,"🚀 https://neetcode.io/ - A better way to prepare for Coding Interviews |n| 👨‍💻 ($100 off) Practice coding interviews with experienced FAANG engineers: https://iio.sh/r/WF4s |n|  |n|  |n| 🟣 Get 10% off AlgoMonster today ▸ https://bit.ly/3nYBVKS  |n| (Use code NEET at checkout for 10% off lifetime access) |n| 🎓 Get 10% off EducativeIO today ▸ https://www.educative.io/neetcode |n| 🐮 Support the channel: https://www.patreon.com/NEETcode |n|  |n|  |n| Twitter: https://twitter.com/neetcode1 |n| Discord: https://discord.gg/ddjKRXPqtk |n|  |n| ⭐ BLIND-75 PLAYLIST: https://www.youtube.com/watch?v=KLlXCFG5TnA&list=PLot-Xpze53ldVwtstag2TL4HQhAnC8ATf |n| 💡 DYNAMIC PROGRAMMING PLAYLIST: https://www.youtube.com/watch?v=73r3KWiEvyk&list=PLot-Xpze53lcvx_tjrr_m2lgD2NsRHlNO&index=1 |n|  |n| Problem Link: https://leetcode.com/problems/shift-2d-grid/ |n|  |n| 0:00 - Read the problem |n| 1:40 - Drawing Explanation |n| 7:20 - Coding Explanation |n|  |n| leetcode 1260 |n|  |n| #facebook #interview  #python |n| Disclosure: Some of the links above may be affiliate links, from which I may earn a small commission.",https://i.ytimg.com/vi/nJYFh4Dl-as/hqdefault.jpg,,28,9557,339,0,43,664,0,1
UC_mYaQAE6-71rjSN6CeCA-g,Vn2v6ajA7U0,2021-12-14T17:00:22Z,Subsets II - Backtracking - Leetcode 90 - Python,"🟣 Get 10% off AlgoMonster today ▸ https://bit.ly/3nYBVKS  |n| (Use code NEET at checkout for 10% off lifetime access) |n| 🚀 https://neetcode.io/ - A better way to prepare for Coding Interviews |n|  |n| 🎓 Get 10% off EducativeIO today ▸ https://www.educative.io/neetcode |n| 🐮 Support the channel: https://www.patreon.com/NEETcode |n| 📘 Best interview Prep Book: https://amzn.to/35YHBfI |n| 👨‍💻 Practice coding interviews with experienced FAANG engineers and don't pay until you're hired: https://interviewing.io/?utm_source=neetcode&utm_medium=cpc&utm_campaign=affiliate |n|  |n| Twitter: https://twitter.com/neetcode1 |n| Discord: https://discord.gg/ddjKRXPqtk |n|  |n| ⭐ BLIND-75 PLAYLIST: https://www.youtube.com/watch?v=KLlXCFG5TnA&list=PLot-Xpze53ldVwtstag2TL4HQhAnC8ATf |n| 💡 CODING SOLUTIONS: https://www.youtube.com/playlist?list=PLot-Xpze53leF0FeHz2X0aG3zd0mr1AW_ |n| 💡 DYNAMIC PROGRAMMING PLAYLIST: https://www.youtube.com/watch?v=73r3KWiEvyk&list=PLot-Xpze53lcvx_tjrr_m2lgD2NsRHlNO&index=1 |n| 🌲 TREE PLAYLIST: https://www.youtube.com/watch?v=OnSn2XEQ4MY&list=PLot-Xpze53ldg4pN6PfzoJY7KsKcxF1jg&index=2 |n| 💡 GRAPH PLAYLIST: https://www.youtube.com/watch?v=EgI5nU9etnU&list=PLot-Xpze53ldBT_7QA8NVot219jFNr_GI |n| 💡 BACKTRACKING PLAYLIST: https://www.youtube.com/watch?v=pfiQ_PS1g8E&list=PLot-Xpze53lf5C3HSjCnyFghlW0G1HHXo |n| 💡 LINKED LIST PLAYLIST: https://www.youtube.com/watch?v=G0_I-ZF0S38&list=PLot-Xpze53leU0Ec0VkBhnf4npMRFiNcB&index=2 |n| 💡 BINARY SEARCH PLAYLIST: https://www.youtube.com/playlist?list=PLot-Xpze53leNZQd0iINpD-MAhMOMzWvO |n| 📚  STACK PLAYLIST: https://www.youtube.com/playlist?list=PLot-Xpze53lfxD6l5pAGvCD4nPvWKU8Qo |n|  |n| Problem Link: https://leetcode.com/problems/subsets-ii/ |n|  |n| 0:00 - Read the problem |n| 3:02 - Naive Explanation |n| 4:45 - Correct Explanation |n| 11:02 - Coding Explanation |n|  |n| leetcode 90 |n| This question was identified as an interview question from here: https://github.com/xizhengszhang/Leetcode_company_frequency |n|  |n|  |n| #sorted #array  #python |n| Disclosure: Some of the links above may be affiliate links, from which I may earn a small commission.",https://i.ytimg.com/vi/Vn2v6ajA7U0/maxresdefault.jpg,,28,10921,318,0,24,968,0,1
UC_mYaQAE6-71rjSN6CeCA-g,lEQ8ZlLOuyQ,2021-09-12T04:00:29Z,Number of Pairs of Interchangeable Rectangles - Leetcode 2001 - Python,"🎓 Get 10% off EducativeIO today ▸ https://www.educative.io/neetcode |n| Thanks to EducativeIO for supporting the channel. |n|  |n|  |n| 🟣 Get 10% off AlgoMonster today ▸ https://bit.ly/3nYBVKS  |n| (Use code NEET at checkout for 10% off lifetime access) |n| 🐮 Support the channel: https://www.patreon.com/NEETcode |n| 📘 Best interview Prep Book: https://amzn.to/35YHBfI |n| 👨‍💻 Practice coding interviews with experienced FAANG engineers and don't pay until you're hired: https://interviewing.io/?utm_source=neetcode&utm_medium=cpc&utm_campaign=affiliate |n|  |n|  |n| ⭐ BLIND-75 PLAYLIST: https://www.youtube.com/watch?v=KLlXCFG5TnA&list=PLot-Xpze53ldVwtstag2TL4HQhAnC8ATf |n| 💡 CODING SOLUTIONS: https://www.youtube.com/playlist?list=PLot-Xpze53leF0FeHz2X0aG3zd0mr1AW_ |n| 💡 DYNAMIC PROGRAMMING PLAYLIST: https://www.youtube.com/watch?v=73r3KWiEvyk&list=PLot-Xpze53lcvx_tjrr_m2lgD2NsRHlNO&index=1 |n| 🌲 TREE PLAYLIST: https://www.youtube.com/watch?v=OnSn2XEQ4MY&list=PLot-Xpze53ldg4pN6PfzoJY7KsKcxF1jg&index=2 |n| 💡 GRAPH PLAYLIST: https://www.youtube.com/watch?v=EgI5nU9etnU&list=PLot-Xpze53ldBT_7QA8NVot219jFNr_GI |n| 💡 BACKTRACKING PLAYLIST: https://www.youtube.com/watch?v=pfiQ_PS1g8E&list=PLot-Xpze53lf5C3HSjCnyFghlW0G1HHXo |n| 💡 LINKED LIST PLAYLIST: https://www.youtube.com/watch?v=G0_I-ZF0S38&list=PLot-Xpze53leU0Ec0VkBhnf4npMRFiNcB&index=2 |n| 💡 BINARY SEARCH PLAYLIST: https://www.youtube.com/playlist?list=PLot-Xpze53leNZQd0iINpD-MAhMOMzWvO |n| 📚  STACK PLAYLIST: https://www.youtube.com/playlist?list=PLot-Xpze53lfxD6l5pAGvCD4nPvWKU8Qo |n|  |n| Problem Link: https://leetcode.com/problems/number-of-pairs-of-interchangeable-rectangles/ |n|  |n| 0:00 - Read the problem |n| 1:40 - Drawing Explanation |n| 5:45 - Coding Explanation |n|  |n| leetcode 2001 |n| This question was identified as an interview question from here: https://github.com/xizhengszhang/Leetcode_company_frequency |n|  |n|  |n| #coding #interview  #python |n| Disclosure: Some of the links above may be affiliate links, from which I may earn a small commission.",https://i.ytimg.com/vi/lEQ8ZlLOuyQ/maxresdefault.jpg,,28,2500,71,0,14,477,0,1
UC_mYaQAE6-71rjSN6CeCA-g,v1HpZUnQ4Yo,2021-05-23T05:36:24Z,Jump Game VII - Leetcode 1871 - Python,"🎓 Get 10% off EducativeIO today ▸ https://www.educative.io/neetcode |n|  |n|  |n| 🐮 Support the channel: https://www.patreon.com/NEETcode |n| 📘 Best interview Prep Book: https://amzn.to/35YHBfI |n| 👨‍💻 Practice coding interviews with experienced FAANG engineers and don't pay until you're hired: https://interviewing.io/?utm_source=neetcode&utm_medium=cpc&utm_campaign=affiliate |n| 🎵 Audible Plus Free Trial: https://amzn.to/3zJDkdw |n|  |n|  |n| 💡 CODING SOLUTIONS: https://www.youtube.com/playlist?list=PLot-Xpze53leF0FeHz2X0aG3zd0mr1AW_ |n| 💡 DYNAMIC PROGRAMMING PLAYLIST: https://www.youtube.com/watch?v=73r3KWiEvyk&list=PLot-Xpze53lcvx_tjrr_m2lgD2NsRHlNO&index=1 |n| 🌲 TREE PLAYLIST: https://www.youtube.com/watch?v=OnSn2XEQ4MY&list=PLot-Xpze53ldg4pN6PfzoJY7KsKcxF1jg&index=2 |n| 💡 GRAPH PLAYLIST: https://www.youtube.com/watch?v=EgI5nU9etnU&list=PLot-Xpze53ldBT_7QA8NVot219jFNr_GI |n| 💡 BACKTRACKING PLAYLIST: https://www.youtube.com/watch?v=pfiQ_PS1g8E&list=PLot-Xpze53lf5C3HSjCnyFghlW0G1HHXo |n| 💡 LINKED LIST PLAYLIST: https://www.youtube.com/watch?v=G0_I-ZF0S38&list=PLot-Xpze53leU0Ec0VkBhnf4npMRFiNcB&index=2 |n|  |n| Problem Link: https://leetcode.com/problems/jump-game-vii/ |n|  |n| 0:00 - Read the problem |n| 1:30 - Drawing Explanation |n| 8:57 - Coding Explanation |n|  |n| leetcode 1871 - jump game 7 |n|  |n| #python |n| Disclosure: Some of the links above may be affiliate links, from which I may earn a small commission.",https://i.ytimg.com/vi/v1HpZUnQ4Yo/maxresdefault.jpg,,28,4519,148,0,23,748,0,1
UC_mYaQAE6-71rjSN6CeCA-g,nHR8ytpzz7c,2021-02-13T16:00:13Z,House Robber III - Tree - Leetcode 337,🟣 Get 10% off AlgoMonster today ▸ https://bit.ly/3nYBVKS  |n| (Use code NEET at checkout for 10% off lifetime access) |n|  |n|  |n| 🎓 Get 10% off EducativeIO today ▸ https://www.educative.io/neetcode |n| 🐮 Support the channel: https://www.patreon.com/NEETcode |n| 📘 Best interview Prep Book: https://amzn.to/35YHBfI |n| 👨‍💻 Practice coding interviews with experienced FAANG engineers and don't pay until you're hired: https://interviewing.io/?utm_source=neetcode&utm_medium=cpc&utm_campaign=affiliate |n|  |n| Coding Solutions: https://www.youtube.com/playlist?list=PLot-Xpze53leF0FeHz2X0aG3zd0mr1AW_ |n| Dynamic Programming Playlist: https://www.youtube.com/watch?v=73r3KWiEvyk&list=PLot-Xpze53lcvx_tjrr_m2lgD2NsRHlNO&index=1 |n| Tree Playlist: https://www.youtube.com/watch?v=OnSn2XEQ4MY&list=PLot-Xpze53ldg4pN6PfzoJY7KsKcxF1jg&index=2 |n| Linked List Playlist: https://www.youtube.com/watch?v=G0_I-ZF0S38&list=PLot-Xpze53leU0Ec0VkBhnf4npMRFiNcB&index=2 |n| Problem Link: https://leetcode.com/problems/house-robber-iii/ |n|  |n| 0:00 - Read the problem |n| 1:45 - Drawing Explanation |n| 13:55 - Coding Solution |n|  |n| leetcode 337 |n| This question was identified as a google interview question from here: https://github.com/xizhengszhang/Leetcode_company_frequency |n|  |n|  |n|  |n| #house #robber  #python,https://i.ytimg.com/vi/nHR8ytpzz7c/maxresdefault.jpg,,28,10470,472,0,35,1082,0,1
UC_mYaQAE6-71rjSN6CeCA-g,68a1Dc_qVq4,2022-03-21T16:00:06Z,Next Greater Element I - Leetcode 496 - Python,"🚀 https://neetcode.io/ - A better way to prepare for Coding Interviews |n| 👨‍💻 ($100 off) Practice coding interviews with experienced FAANG engineers: https://iio.sh/r/WF4s |n|  |n|  |n| 🎓 Get 10% off EducativeIO today ▸ https://www.educative.io/neetcode |n| 🟣 Get 10% off AlgoMonster today ▸ https://bit.ly/3nYBVKS  |n| (Use code NEET at checkout for 10% off lifetime access) |n| 🐮 Support the channel: https://www.patreon.com/NEETcode |n| 📘 Best interview Prep Book: https://amzn.to/35YHBfI |n|  |n|  |n| Twitter: https://twitter.com/neetcode1 |n| Discord: https://discord.gg/ddjKRXPqtk |n|  |n| ⭐ BLIND-75 PLAYLIST: https://www.youtube.com/watch?v=KLlXCFG5TnA&list=PLot-Xpze53ldVwtstag2TL4HQhAnC8ATf |n| 💡 DYNAMIC PROGRAMMING PLAYLIST: https://www.youtube.com/watch?v=73r3KWiEvyk&list=PLot-Xpze53lcvx_tjrr_m2lgD2NsRHlNO&index=1 |n|  |n| Problem Link: https://leetcode.com/problems/next-greater-element-i/ |n|  |n| 0:00 - Read the problem |n| 2:34 - O(n * m)  Explained |n| 5:56 - O(n * m)  Coded |n| 8:10 - O(n + m)  Explained |n| 13:20 - O(n + m)  Coded |n|  |n|  |n| leetcode 496 |n| This question was identified as an amazon coding interview question from here: https://github.com/xizhengszhang/Leetcode_company_frequency |n|  |n|  |n| #amazon #interview  #python |n| Disclosure: Some of the links above may be affiliate links, from which I may earn a small commission.",https://i.ytimg.com/vi/68a1Dc_qVq4/hqdefault.jpg,,28,7830,246,0,27,941,0,1
UC_mYaQAE6-71rjSN6CeCA-g,rW4vm0-DLYc,2021-11-23T17:00:37Z,Implement Stack using Queues - Leetcode 225 - Python,"🟣 Get 10% off AlgoMonster today ▸ https://bit.ly/3nYBVKS  |n| (Use code NEET at checkout for 10% off lifetime access) |n|  |n|  |n| 🎓 Get 10% off EducativeIO today ▸ https://www.educative.io/neetcode |n| 🐮 Support the channel: https://www.patreon.com/NEETcode |n| 📘 Best interview Prep Book: https://amzn.to/35YHBfI |n| 👨‍💻 Practice coding interviews with experienced FAANG engineers and don't pay until you're hired: https://interviewing.io/?utm_source=neetcode&utm_medium=cpc&utm_campaign=affiliate |n|  |n| Twitter: https://twitter.com/neetcode1 |n| Discord: https://discord.gg/ddjKRXPqtk |n|  |n| ⭐ BLIND-75 PLAYLIST: https://www.youtube.com/watch?v=KLlXCFG5TnA&list=PLot-Xpze53ldVwtstag2TL4HQhAnC8ATf |n| 💡 CODING SOLUTIONS: https://www.youtube.com/playlist?list=PLot-Xpze53leF0FeHz2X0aG3zd0mr1AW_ |n| 💡 DYNAMIC PROGRAMMING PLAYLIST: https://www.youtube.com/watch?v=73r3KWiEvyk&list=PLot-Xpze53lcvx_tjrr_m2lgD2NsRHlNO&index=1 |n| 🌲 TREE PLAYLIST: https://www.youtube.com/watch?v=OnSn2XEQ4MY&list=PLot-Xpze53ldg4pN6PfzoJY7KsKcxF1jg&index=2 |n| 💡 GRAPH PLAYLIST: https://www.youtube.com/watch?v=EgI5nU9etnU&list=PLot-Xpze53ldBT_7QA8NVot219jFNr_GI |n| 💡 BACKTRACKING PLAYLIST: https://www.youtube.com/watch?v=pfiQ_PS1g8E&list=PLot-Xpze53lf5C3HSjCnyFghlW0G1HHXo |n| 💡 LINKED LIST PLAYLIST: https://www.youtube.com/watch?v=G0_I-ZF0S38&list=PLot-Xpze53leU0Ec0VkBhnf4npMRFiNcB&index=2 |n| 💡 BINARY SEARCH PLAYLIST: https://www.youtube.com/playlist?list=PLot-Xpze53leNZQd0iINpD-MAhMOMzWvO |n| 📚  STACK PLAYLIST: https://www.youtube.com/playlist?list=PLot-Xpze53lfxD6l5pAGvCD4nPvWKU8Qo |n|  |n| Problem Link: https://leetcode.com/problems/implement-stack-using-queues/ |n|  |n| 0:00 - Read the problem |n| 0:30 - Drawing Explanation |n| 5:46 - Coding Explanation |n|  |n| leetcode 225 |n| This question was identified as an interview question from here: https://github.com/xizhengszhang/Leetcode_company_frequency |n|  |n|  |n| #stack #queue  #python |n| Disclosure: Some of the links above may be affiliate links, from which I may earn a small commission.",https://i.ytimg.com/vi/rW4vm0-DLYc/maxresdefault.jpg,,28,7068,184,0,12,512,0,1
UC_mYaQAE6-71rjSN6CeCA-g,4v42XOuU1XA,2021-06-26T17:45:00Z,Maximum Alternating Subsequence Sum - Dynamic Programming - Leetcode 1911 - Python,"🟣 Get 10% off AlgoMonster today ▸ https://bit.ly/3nYBVKS  |n| (Use code NEET at checkout for 10% off lifetime access) |n|  |n|  |n| 🎓 Get 10% off EducativeIO today ▸ https://www.educative.io/neetcode |n| 🐮 Support the channel: https://www.patreon.com/NEETcode |n| 📘 Best interview Prep Book: https://amzn.to/35YHBfI |n| 👨‍💻 Practice coding interviews with experienced FAANG engineers and don't pay until you're hired: https://interviewing.io/?utm_source=neetcode&utm_medium=cpc&utm_campaign=affiliate |n|  |n|  |n| ⭐ BLIND-75 PLAYLIST: https://www.youtube.com/watch?v=KLlXCFG5TnA&list=PLot-Xpze53ldVwtstag2TL4HQhAnC8ATf |n| 💡 CODING SOLUTIONS: https://www.youtube.com/playlist?list=PLot-Xpze53leF0FeHz2X0aG3zd0mr1AW_ |n| 💡 DYNAMIC PROGRAMMING PLAYLIST: https://www.youtube.com/watch?v=73r3KWiEvyk&list=PLot-Xpze53lcvx_tjrr_m2lgD2NsRHlNO&index=1 |n| 🌲 TREE PLAYLIST: https://www.youtube.com/watch?v=OnSn2XEQ4MY&list=PLot-Xpze53ldg4pN6PfzoJY7KsKcxF1jg&index=2 |n| 💡 GRAPH PLAYLIST: https://www.youtube.com/watch?v=EgI5nU9etnU&list=PLot-Xpze53ldBT_7QA8NVot219jFNr_GI |n| 💡 BACKTRACKING PLAYLIST: https://www.youtube.com/watch?v=pfiQ_PS1g8E&list=PLot-Xpze53lf5C3HSjCnyFghlW0G1HHXo |n| 💡 LINKED LIST PLAYLIST: https://www.youtube.com/watch?v=G0_I-ZF0S38&list=PLot-Xpze53leU0Ec0VkBhnf4npMRFiNcB&index=2 |n| 💡 BINARY SEARCH PLAYLIST: https://www.youtube.com/playlist?list=PLot-Xpze53leNZQd0iINpD-MAhMOMzWvO |n|  |n| Problem Link: https://leetcode.com/problems/maximum-alternating-subsequence-sum/ |n|  |n| 0:00 - Read the problem |n| 1:37 - Drawing Explanation |n| 7:35 - Coding Explanation |n|  |n| leetcode 1911 |n|  |n| #dynamic #programming #subsequence |n| Disclosure: Some of the links above may be affiliate links, from which I may earn a small commission.",https://i.ytimg.com/vi/4v42XOuU1XA/hqdefault.jpg,,28,7483,183,0,22,848,0,1
UC_mYaQAE6-71rjSN6CeCA-g,A8NUOmlwOlM,2021-07-16T16:00:06Z,Insert Interval - Leetcode 57 - Python,"🎓 Get 10% off EducativeIO today ▸ https://www.educative.io/neetcode |n| 🚀 https://neetcode.io/ - A better way to prepare for Coding Interviews |n|  |n| 🟣 Get 10% off AlgoMonster today ▸ https://bit.ly/3nYBVKS  |n| (Use code NEET at checkout for 10% off lifetime access) |n| 🐮 Support the channel: https://www.patreon.com/NEETcode |n| 👨‍💻 ($100 off) Practice coding interviews with experienced FAANG engineers: https://iio.sh/r/WF4s |n|  |n|  |n| ⭐ BLIND-75 SPREADSHEET: https://docs.google.com/spreadsheets/d/1A2PaQKcdwO_lwxz9bAnxXnIQayCouZP6d-ENrBz_NXc/edit#gid=0 |n|  |n| ⭐ BLIND-75 PLAYLIST: https://www.youtube.com/watch?v=KLlXCFG5TnA&list=PLot-Xpze53ldVwtstag2TL4HQhAnC8ATf |n| 💡 CODING SOLUTIONS: https://www.youtube.com/playlist?list=PLot-Xpze53leF0FeHz2X0aG3zd0mr1AW_ |n| 💡 DYNAMIC PROGRAMMING PLAYLIST: https://www.youtube.com/watch?v=73r3KWiEvyk&list=PLot-Xpze53lcvx_tjrr_m2lgD2NsRHlNO&index=1 |n| 🌲 TREE PLAYLIST: https://www.youtube.com/watch?v=OnSn2XEQ4MY&list=PLot-Xpze53ldg4pN6PfzoJY7KsKcxF1jg&index=2 |n| 💡 GRAPH PLAYLIST: https://www.youtube.com/watch?v=EgI5nU9etnU&list=PLot-Xpze53ldBT_7QA8NVot219jFNr_GI |n| 💡 BACKTRACKING PLAYLIST: https://www.youtube.com/watch?v=pfiQ_PS1g8E&list=PLot-Xpze53lf5C3HSjCnyFghlW0G1HHXo |n| 💡 LINKED LIST PLAYLIST: https://www.youtube.com/watch?v=G0_I-ZF0S38&list=PLot-Xpze53leU0Ec0VkBhnf4npMRFiNcB&index=2 |n| 💡 BINARY SEARCH PLAYLIST: https://www.youtube.com/playlist?list=PLot-Xpze53leNZQd0iINpD-MAhMOMzWvO |n|  |n| Problem Link: https://leetcode.com/problems/insert-interval/ |n|  |n| 0:00 - Read the problem |n| 2:17 - Drawing Explanation |n| 8:16 - Coding Explanation |n|  |n| leetcode 57 |n| This question was identified as a microsoft interview question from here: https://github.com/xizhengszhang/Leetcode_company_frequency |n|  |n|  |n| #sorted #array  #python |n| Disclosure: Some of the links above may be affiliate links, from which I may earn a small commission.",https://i.ytimg.com/vi/A8NUOmlwOlM/maxresdefault.jpg,,28,19325,517,0,42,756,0,1
UC_mYaQAE6-71rjSN6CeCA-g,pV2kpPD66nE,2020-06-15T05:40:52Z,NUMBER OF ISLANDS - Leetcode 200 - Python,"🎓 Get 10% off EducativeIO today ▸ https://www.educative.io/neetcode |n| 🚀 https://neetcode.io/ - A better way to prepare for Coding Interviews |n|  |n| 🟣 Get 10% off AlgoMonster today ▸ https://bit.ly/3nYBVKS  |n| (Use code NEET at checkout for 10% off lifetime access) |n| 🐮 Support the channel: https://www.patreon.com/NEETcode |n| 👨‍💻 ($100 off) Practice coding interviews with experienced FAANG engineers: https://iio.sh/r/WF4s |n|  |n| Twitter: https://twitter.com/neetcode1 |n| Discord: https://discord.gg/ddjKRXPqtk |n|  |n| Coding Solutions: https://www.youtube.com/playlist?list=PLot-Xpze53leF0FeHz2X0aG3zd0mr1AW_ |n| Solve it yourself: https://leetcode.com/problems/number-of-islands/ |n|  |n| 0:00 - Conceptual Solution |n| 5:00 - Coding |n|  |n| #Coding #Programming #CodingInterview |n|  |n| Disclosure: Some of the links above may be affiliate links, from which I may earn a small commission.",https://i.ytimg.com/vi/pV2kpPD66nE/maxresdefault.jpg,"google coding interview,leetcode,linkedin interview,lyft interview,uber interview",28,47036,1163,0,76,701,0,1
